Object	Pr[possible]	Pr[verylikely]	Pr[likely]	Pr[unlikely]	Pr[veryunlikely]	DS Cost	MajorityVote Cost	NoVote Cost
Mahmoud Alam:Mahmoud Salem	0.75509	0.0	0.08799	0.15672	2.1E-4	0.4255262844	1.3200000000000007	1.3505112869140814
Mahmoud Alam:Sheik Mahmoud Al-Madaen	0.14982	0.0	4.1E-4	0.83607	0.0137	0.28316617800000005	1.4000000000000008	1.3505112869140814
Mahmud Ali Durrani:Ahmad Shah Durrani	0.01786	0.0	0.0	0.48315	0.499	0.535090378	0.84375	1.3505112869140814
Mahmud Ali Durrani:Ali	0.69481	0.0	0.00117	0.30356	4.6E-4	0.42644051820000006	1.1358024691358026	1.3505112869140814
Mahmud Ali Durrani:Mahmood Ali Durrani	0.0	1.0	0.0	0.0	0.0	0.0	0.8395061728395061	1.3505112869140814
Mahmud Ali Durrani:Mahmud Durrani	0.0	0.0	1.0	0.0	0.0	0.0	0.8400000000000001	1.3505112869140814
Mahmud Ali Durrani:Mahmud Salah	0.00335	0.0	0.0	0.31971	0.67694	0.44406202780000004	0.96	1.3505112869140814
Mahmud Ali Durrani:Mahmud Yesuf	0.00457	0.0	0.0	0.23363	0.7618	0.3720197502	1.1358024691358024	1.3505112869140814
Mahmud Ali Durrani:Mehmood Ali Durrani	0.0	1.0	0.0	0.0	0.0	0.0	0.9200000000000002	1.3505112869140814
Mahmud Ali Durrani:Mohammed Al-Ali Al-Hamrani	0.42339	0.0	0.00491	0.57126	4.4E-4	0.5003696166	1.4814814814814818	1.3505112869140814
Mahmud Ali Durrani:Salim Durrani	0.12338	0.0	0.0	0.86569	0.01092	0.23791357239999997	1.037037037037037	1.3505112869140814
Mahmud Ali Durrani:Sammy Durrani	0.04075	0.0	0.0	0.83645	0.1228	0.29361919500000006	1.4000000000000004	1.3505112869140814
Mahmud Ali Kasuri:Abdulkarim	0.0	0.0	0.0	0.00587	0.99413	0.0116710862	0.6	1.3505112869140814
Mahmud Ali Kasuri:Ahmud Qadri	0.00623	0.0	0.0	0.64682	0.34694	0.46552058360000004	1.1	1.3505112869140814
Mahmud Ali Kasuri:Ali Karimi	0.0689	0.0	1.0E-5	0.87041	0.06068	0.24233869880000003	1.2400000000000002	1.3505112869140814
Mahmud Ali Kasuri:Ali Kasuri	4.0E-4	0.0	0.9996	0.0	0.0	7.996800000000001E-4	0.8400000000000001	1.3505112869140814
Mahmud Ali Kasuri:Kasim Kasuri	0.00842	0.0	0.0	0.71628	0.27529	0.41570336480000003	0.74	1.3505112869140814
Mahmud Ali Kasuri:Mahmud Yesuf	0.00935	0.0	0.0	0.73985	0.25079	0.39430870400000007	1.2200000000000002	1.3505112869140814
Mahmud Ali Kasuri:Mehemet Ali	0.10065	0.0	0.0	0.50649	0.39286	0.6580811958	1.32	1.3505112869140814
Mahmud Ali Kasuri:Mehmood Ali Kasuri	0.0	1.0	0.0	0.0	0.0	0.0	0.42000000000000004	1.3505112869140814
Mahmud Ali Kasuri:Mian Ahmad Ali Kasuri	0.72773	0.0	0.25957	0.01269	1.0E-5	0.40948425000000005	1.3200000000000003	1.3505112869140814
Mahmud Ali Kasuri:Muhammad Ali Zahoori Kasoori	0.00132	7.8E-4	0.9979	0.0	0.0	0.0041952984	1.3800000000000001	1.3505112869140814
Makhdum Muhammad Ajmal:Ajmal	0.69611	0.0	0.28014	0.02366	9.0E-5	0.44987501959999987	1.0800000000000003	1.3505112869140814
Makhdum Muhammad Ajmal:Dr Muhammad Akmal Makhdum	0.20395	0.0	5.1E-4	0.79151	0.00403	0.3343592148000001	1.4600000000000004	1.3505112869140814
Makhdum Muhammad Ajmal:Khalid Muhammad	5.0E-4	0.0	0.0	0.57365	0.42585	0.490003055	0.66	1.3505112869140814
Makhdum Muhammad Ajmal:Makhdoom Muhammad Bakhsh	0.12732	0.0	0.0	0.87267	1.0E-5	0.22223923499999995	1.0000000000000002	1.3505112869140814
Makhdum Muhammad Ajmal:Makhdum Mohammad Afzal	0.84623	0.0	0.15289	8.8E-4	0.0	0.260787747	0.9800000000000001	1.3505112869140814
Makhdum Muhammad Ajmal:Makhdum Mohiuddin	0.3518	0.0	0.14111	0.50059	0.0065	0.7552108996	1.1600000000000001	1.3505112869140814
Makhdum Muhammad Ajmal:Maulana Muhammad Ajmal Khan	0.37309	0.0	0.52805	0.09871	1.5E-4	0.6768997508	1.3200000000000003	1.3505112869140814
Makhdum Muhammad Ajmal:Mohammad	0.72631	0.0	0.00464	0.2678	0.00126	0.40509269759999994	1.46875	1.3505112869140814
Makhdum Muhammad Ajmal:Mohammad Ajmal Makhdum	7.7E-4	1.5E-4	0.99908	0.0	0.0	0.0018387691999999997	1.28	1.3505112869140814
Makhdum Muhammad Ajmal:Muhammad Ajmal	8.8E-4	0.0	0.99912	0.0	0.0	0.0017584512000000001	1.4800000000000002	1.3505112869140814
Malik Anokha:Ali Maneaa	1.0E-5	0.0	0.0	0.00406	0.99592	0.008126788400000001	0.42000000000000004	1.3505112869140814
Malik Anokha:Anokha Safar	0.00929	0.0	0.0	0.89736	0.09335	0.18767894680000002	1.1600000000000004	1.3505112869140814
Malik Anokha:Malik	0.10901	0.0	0.89096	3.0E-5	0.0	0.194360555	0.92	1.3505112869140814
Malik Anokha:Malik Anwer Ali Noon	0.04305	0.0	0.0	0.93965	0.01731	0.11641533	1.2200000000000002	1.3505112869140814
Malik Anokha:Malik Bendjelloul	0.00784	0.0	0.0	0.40114	0.59103	0.49899612439999996	0.8395061728395061	1.3505112869140814
Malik Anokha:Malik Siraj Akbar	6.6E-4	0.0	0.0	0.62402	0.37532	0.470228924	0.9000000000000001	1.3505112869140814
Malik Anokha:Malik Yusef	0.07374	0.0	1.0E-5	0.84461	0.08164	0.28659169560000003	1.1851851851851851	1.3505112869140814
Malik Anokha:Phillip Malik	0.04062	0.0	0.0	0.59044	0.36894	0.5435865839999999	1.5600000000000007	1.3505112869140814
Malik Anokha:Ricky Malik	0.00621	0.0	0.0	0.64105	0.35274	0.46897185659999996	0.92	1.3505112869140814
Malik Anokha:Salman Khan	0.0	0.0	0.0	6.0E-5	0.99994	1.1999280000000001E-4	0.68	1.3505112869140814
Malik Riaz Hussain:Haider Riaz	0.00502	0.0	0.0	0.95265	0.04233	0.09106594139999999	1.1600000000000004	1.3505112869140814
Malik Riaz Hussain:Husain	0.92428	0.0	0.04147	0.03423	2.0E-5	0.14569435240000003	1.2800000000000005	1.3505112869140814
Malik Riaz Hussain:Huseyin	0.87918	0.0	1.0E-5	0.12081	0.0	0.2124498876	0.8400000000000003	1.3505112869140814
Malik Riaz Hussain:Imam Hussain	0.00186	0.0	0.0	0.69589	0.30225	0.4255029558000001	1.0200000000000002	1.3505112869140814
Malik Riaz Hussain:Malik Riaz	7.0E-5	2.8E-4	0.99965	0.0	0.0	6.998334000000001E-4	1.2000000000000004	1.3505112869140814
Malik Riaz Hussain:Moore	0.0	0.0	0.0	0.00725	0.99274	0.01439473	0.64	1.3505112869140814
Malik Riaz Hussain:Riaz Ali Khan	0.00169	0.0	0.0	0.59043	0.40789	0.48641397519999996	0.9800000000000002	1.3505112869140814
Malik Riaz Hussain:Riaz Gohar Shahi	0.00448	0.0	0.0	0.19375	0.80177	0.3267895934	1.08	1.3505112869140814
Malik Riaz Hussain:Riaz Hussain	3.0E-4	0.0	0.9997	0.0	0.0	5.998199999999999E-4	1.02	1.3505112869140814
Malik Riaz Hussain:Riaz Uddin	0.00121	0.0	0.0	0.37246	0.62633	0.4704985340000001	0.8888888888888888	1.3505112869140814
Mansoor Ijaz:Ahsan Ijaz	0.00729	0.0	0.0	0.9281	0.06461	0.1353448076	1.0200000000000002	1.3505112869140814
Mansoor Ijaz:Ansar	0.0	0.0	0.0	0.02661	0.97339	0.0518038158	1.0599999999999998	1.3505112869140814
Mansoor Ijaz:Bilal Mansoor	0.05328	0.0	1.0E-5	0.91038	0.03633	0.17094061379999997	1.2400000000000007	1.3505112869140814
Mansoor Ijaz:Ijaz	0.01178	2.0E-5	0.98796	2.3E-4	0.0	0.024231168	1.3800000000000001	1.3505112869140814
Mansoor Ijaz:Ijaz Ahmed	0.05892	0.0	1.0E-5	0.8348	0.10627	0.3008878842	1.3000000000000003	1.3505112869140814
Mansoor Ijaz:Mansoor Ahmad	0.11106	0.0	2.0E-5	0.88468	0.00424	0.2059665112	1.4200000000000006	1.3505112869140814
Mansoor Ijaz:Mansoor Ejaz	0.0	0.99921	7.9E-4	0.0	0.0	0.0015787518	0.48	1.3505112869140814
Mansoor Ijaz:Mansoor Khan Bodenham	0.00589	0.0	0.0	0.49857	0.49554	0.5116708326	1.6200000000000003	1.3505112869140814
Mansoor Ijaz:Mansour	0.01231	0.0	0.98769	0.0	0.0	0.0243169278	1.4400000000000002	1.3505112869140814
Mansoor Ijaz:Moses Ijaz	0.74665	0.0	0.00525	0.24809	1.0E-5	0.38355765480000004	1.5800000000000005	1.3505112869140814
Manzoor Ahmad:Ahmad Zeki	0.01624	0.0	0.0	0.93285	0.05091	0.1285888686	0.8	1.3505112869140814
Manzoor Ahmad:Ahmed	0.55005	0.0	0.03793	0.38543	0.02659	0.6092676132000002	1.2400000000000002	1.3505112869140814
Manzoor Ahmad:Manzoor Ahmad Shah	0.01482	0.0	0.98477	4.1E-4	0.0	0.030815758	0.72	1.3505112869140814
Manzoor Ahmad:Manzoor Ahmed	0.0	1.0	0.0	0.0	0.0	0.0	0.36	1.3505112869140814
Manzoor Ahmad:Manzoor Hasan	0.64563	0.0	0.04973	0.30463	1.0E-5	0.5182027948000001	1.2000000000000006	1.3505112869140814
Manzoor Ahmad:Manzoor Iqbal Awan	0.23195	0.0	6.8E-4	0.76728	9.0E-5	0.3585656251999999	0.8200000000000002	1.3505112869140814
Manzoor Ahmad:Mian Manzoor Ahmad Watto	0.29128	0.0	0.7087	1.0E-5	0.0	0.4128944455999999	1.3200000000000005	1.3505112869140814
Manzoor Ahmad:Mirza Masroor Ahmed	0.58255	0.0	0.36277	0.05465	3.0E-5	0.5657760476	1.6400000000000006	1.3505112869140814
Manzoor Ahmad:Muneer Ahmad	0.0866	0.0	3.7E-4	0.89031	0.02272	0.2039597676	1.4200000000000006	1.3505112869140814
Manzoor Ahmad:Zahoor Ahmad	0.30737	0.0	0.00162	0.69097	5.0E-5	0.43037131920000005	0.9876543209876543	1.3505112869140814
Maqsood Ahmed:Allama Maqsood Ahmed Qadri	0.95818	0.0	0.04182	0.0	0.0	0.08014217520000001	1.1177170035671822	1.3505112869140814
Maqsood Ahmed:Bilal Maqsood Ahmed Sheikh	0.0	0.0	1.0	0.0	0.0	0.0	1.0911111111111111	1.3505112869140814
Maqsood Ahmed:Leila Ahmed	0.0	0.0	0.0	0.99984	1.6E-4	3.199488E-4	1.264444444444444	1.3505112869140814
Maqsood Ahmed:Maqsood	0.0	0.0	1.0	0.0	0.0	0.0	1.2666666666666666	1.3505112869140814
Maqsood Ahmed:Maqsood Ahmed Bhatti	0.0	0.0	1.0	0.0	0.0	0.0	1.353333333333333	1.3505112869140814
Maqsood Ahmed:Maqsood Alam	0.0	0.0	1.0	0.0	0.0	0.0	1.351111111111111	1.3505112869140814
Maqsood Ahmed:Maqsood Chaudhry	1.0E-5	0.0	0.0	0.99999	0.0	1.99998E-5	1.0888888888888888	1.3505112869140814
Maqsood Ahmed:Maqsoodul Haque	1.0E-5	0.0	0.0	0.99992	7.0E-5	1.5999E-4	1.2271105826397153	1.3505112869140814
Maqsood Ahmed:Maqsoud	0.0	0.0	1.0	0.0	0.0	0.0	1.277777777777778	1.3505112869140814
Maqsood Ahmed:Nabiel Ahmed	0.0	0.0	0.0	1.0	0.0	0.0	1.0999999999999999	1.3505112869140814
Maqsood Rana:Ali Maqsood Hasni	0.00264	0.0	0.0	0.66664	0.33072	0.44795462399999997	0.7901234567901234	1.3505112869140814
Maqsood Rana:Aravane	0.0	0.0	0.0	5.0E-5	0.99995	9.999500000000001E-5	0.84	1.3505112869140814
Maqsood Rana:Khalid Maqsood	0.12456	0.0	1.0E-5	0.86864	0.00678	0.231590066	1.1400000000000003	1.3505112869140814
Maqsood Rana:Laeeq Maqsood Rana	0.0017	0.00264	0.99564	1.0E-5	0.0	0.0087001252	0.64	1.3505112869140814
Maqsood Rana:Maqsood Alam Khan	0.09993	0.0	4.0E-5	0.87159	0.02844	0.23529432779999995	1.6400000000000008	1.3505112869140814
Maqsood Rana:Maqsoodul Haque	0.26713	0.0	3.2E-4	0.72652	0.00602	0.4044428336	0.8888888888888888	1.3505112869140814
Maqsood Rana:Maqsoud	0.13164	0.0	0.85594	0.01242	0.0	0.27114492	0.691358024691358	1.3505112869140814
Maqsood Rana:Masood	0.92267	0.0	0.00523	0.07175	3.4E-4	0.14486957360000002	1.5200000000000005	1.3505112869140814
Maqsood Rana:Masood Rana	1.0E-5	0.78482	0.21518	0.0	0.0	0.3377908316	0.6600000000000001	1.3505112869140814
Maqsood Rana:Rana	0.44806	0.0	0.53699	0.01495	0.0	0.5267164748000001	0.9200000000000002	1.3505112869140814
Mariam Begum:Al Mariam	0.35656	0.0	0.03364	0.60966	1.4E-4	0.5411845815999998	0.6600000000000001	1.3505112869140814
Mariam Begum:Arjumand Banu Begum	0.15144	0.0	0.0	0.82008	0.02848	0.31234963199999993	0.74	1.3505112869140814
Mariam Begum:Begam	0.49775	0.0	0.0085	0.49263	0.00112	0.5190148662000001	1.1000000000000003	1.3505112869140814
Mariam Begum:Begum	0.59715	0.0	0.03252	0.3695	8.3E-4	0.5309549036000001	1.1358024691358026	1.3505112869140814
Mariam Begum:Mariam	1.4E-4	0.0	0.99986	0.0	0.0	2.7996079999999994E-4	0.74	1.3505112869140814
Mariam Begum:Mariam Doumbia	0.04235	0.0	2.0E-5	0.95396	0.00367	0.08850262760000001	0.9800000000000002	1.3505112869140814
Mariam Begum:Marium Begum	0.0	1.0	0.0	0.0	0.0	0.0	0.36	1.3505112869140814
Mariam Begum:Mariya Begum	0.0	0.99983	1.7E-4	0.0	0.0	3.3994220000000005E-4	0.8200000000000002	1.3505112869140814
Mariam Begum:Maryam	0.01119	0.0	0.98785	9.6E-4	0.0	0.025922911799999997	1.5400000000000005	1.3505112869140814
Mariam Begum:Meriam	0.0	0.0	1.0	0.0	0.0	0.0	0.8400000000000001	1.3505112869140814
Masood Ahmad:Ahmad Zeki	0.00172	0.0	0.0	0.85837	0.13991	0.244104467	1.0200000000000002	1.3505112869140814
Masood Ahmad:Ahmed	0.05825	0.0	0.94156	1.8E-4	0.0	0.1103906332	1.0864197530864197	1.3505112869140814
Masood Ahmad:Il Leslie Masood	0.05856	0.0	0.0	0.39611	0.54532	0.6061415704	1.1400000000000001	1.3505112869140814
Masood Ahmad:Masood	0.00421	0.0	0.99579	0.0	0.0	0.0083845518	0.5	1.3505112869140814
Masood Ahmad:Masood Ahmad Shah	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.3505112869140814
Masood Ahmad:Masood Ahmed	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.3505112869140814
Masood Ahmad:Masood Rana	0.71905	0.0	0.00265	0.27817	1.3E-4	0.4072441412	1.234567901234568	1.3505112869140814
Masood Ahmad:Maulana Masood Ahmad Barkati	0.0	0.0	1.0	0.0	0.0	0.0	1.2600000000000005	1.3505112869140814
Masood Ahmad:Shehla Masood	0.00248	0.0	0.0	0.78576	0.21176	0.338783104	1.4000000000000004	1.3505112869140814
Masood Ahmad:Syed Masood Ahmad	2.0E-4	0.0	0.99979	1.0E-5	0.0	4.399115999999999E-4	1.1800000000000004	1.3505112869140814
Masood Iqbal:Ahmad Shah Masood	0.00188	0.0	0.0	0.44879	0.54933	0.49888603340000004	1.1600000000000004	1.3505112869140814
Masood Iqbal:Il Leslie Masood	2.6E-4	0.0	0.0	0.31859	0.68115	0.43488921979999995	0.8200000000000001	1.3505112869140814
Masood Iqbal:Iqbal Mohamed	0.15751	0.0	8.6E-4	0.75099	0.09063	0.43312381600000005	1.3800000000000003	1.3505112869140814
Masood Iqbal:Masood Ali Khan	0.10193	0.0	0.0	0.79302	0.10505	0.3711095452	0.9800000000000002	1.3505112869140814
Masood Iqbal:Masood Bukhari	0.01252	0.0	0.0	0.89223	0.09525	0.1970813742	1.0800000000000003	1.3505112869140814
Masood Iqbal:Shahid Iqbal	0.01369	0.0	0.0	0.95227	0.03404	0.09276772459999999	1.3400000000000003	1.3505112869140814
Masood Iqbal:Shehla Masood	0.01226	0.0	0.0	0.9161	0.07164	0.1572348056	0.9000000000000002	1.3505112869140814
Masood Iqbal:Suhail Iqbal	0.01939	0.0	0.0	0.9792	0.00141	0.0408440796	1.2000000000000002	1.3505112869140814
Masood Iqbal:Syed Masood	0.01395	0.0	0.0	0.93995	0.0461	0.115460375	1.1600000000000004	1.3505112869140814
Masood Iqbal:Syed Masood Iqbal	0.0	0.0	1.0	0.0	0.0	0.0	1.1	1.3505112869140814
Maulana Syed Muhammad Zauqi Shah:Hazrat Syed Muhammad Zauqi Shah	0.0	0.0	1.0	0.0	0.0	0.0	1.3793103448275863	1.3505112869140814
Maulana Syed Muhammad Zauqi Shah:Hazrat Syed Zauqi Shah	0.99978	0.0	2.2E-4	0.0	0.0	4.399032E-4	1.5555555555555551	1.3505112869140814
Maulana Syed Muhammad Zauqi Shah:Maulana Muhammad	3.5E-4	0.0	0.99965	0.0	0.0	6.99755E-4	1.1822222222222225	1.3505112869140814
Maulana Syed Muhammad Zauqi Shah:Maulana Muhammad Ali	0.98164	0.0	0.0	0.01836	0.0	0.0360458208	1.1555555555555554	1.3505112869140814
Maulana Syed Muhammad Zauqi Shah:Maulana Syed Mohammad Zaudi Shah	0.0	1.0	0.0	0.0	0.0	0.0	1.0225921521997625	1.3505112869140814
Maulana Syed Muhammad Zauqi Shah:Mohak Shah	5.0E-5	0.0	0.0	0.66253	0.33742	0.4472354822	1.35969387755102	1.3505112869140814
Maulana Syed Muhammad Zauqi Shah:Mohammad Reza Shah	7.6E-4	0.0	0.0	0.9992	4.0E-5	0.0015988416	1.4744351961950064	1.3505112869140814
Maulana Syed Muhammad Zauqi Shah:Muhammad Shahid	0.0	0.0	0.0	1.0	0.0	0.0	1.379310344827587	1.3505112869140814
Maulana Syed Muhammad Zauqi Shah:Syed Masood	0.0	0.0	0.0	0.45066	0.54934	0.49513112880000004	1.260404280618312	1.3505112869140814
Maulana Syed Muhammad Zauqi Shah:Syed Muhammad Zauqi Shah	0.0	0.0	1.0	0.0	0.0	0.0	0.8666666666666665	1.3505112869140814
Maulvi Abdul Haq:Abdul Kadhum Abdullah	0.0126	0.0	0.0	0.43423	0.55317	0.5192283822000001	1.0800000000000003	1.3505112869140814
Maulvi Abdul Haq:Abdulhadi	0.04569	0.0	1.0E-4	0.92796	0.02625	0.13870840680000002	1.0400000000000003	1.3505112869140814
Maulvi Abdul Haq:Baba-e-Urdu Moulvi Abdul Haq	0.0	4.0E-5	0.99996	0.0	0.0	7.99968E-5	1.3000000000000005	1.3505112869140814
Maulvi Abdul Haq:Maulvi Abdul	0.0	0.001	0.999	0.0	0.0	0.001998	0.7901234567901234	1.3505112869140814
Maulvi Abdul Haq:Maulvi Abul Kasem Fazl-ul-Haq	0.20742	0.0	0.75598	0.0366	0.0	0.43946935919999996	1.1800000000000004	1.3505112869140814
Maulvi Abdul Haq:Maulvi Ahmedullah	0.18123	0.0	0.80382	0.01495	0.0	0.3448398102	0.8400000000000001	1.3505112869140814
Maulvi Abdul Haq:Maulvi Said Muhammad	0.10243	0.0	3.8E-4	0.87835	0.01884	0.22221002780000002	1.4200000000000006	1.3505112869140814
Maulvi Abdul Haq:Mehr Abdul Haq	0.41851	0.13171	0.44645	0.00333	0.0	0.7231448028	1.5000000000000004	1.3505112869140814
Maulvi Abdul Haq:Moulvi Abdul Haq	0.0	1.0	0.0	0.0	0.0	0.0	0.32	1.3505112869140814
Maulvi Abdul Haq:Paula Julie Abdul	0.00154	0.0	0.0	0.21195	0.78651	0.3388992966	0.5	1.3505112869140814
Mazhar Hussain:Hussain Ibn Ali	0.02307	0.0	0.0	0.91384	0.06309	0.163294854	1.1600000000000001	1.3505112869140814
Mazhar Hussain:Hussain Mazhar	0.0	0.03266	0.96734	0.0	0.0	0.0631866488	0.9600000000000002	1.3505112869140814
Mazhar Hussain:Imam Hussain	0.05263	0.0	0.0	0.94345	0.00391	0.10750845920000002	1.1000000000000003	1.3505112869140814
Mazhar Hussain:Malik Mazhar Hussain	0.0	0.0	1.0	0.0	0.0	0.0	0.8400000000000001	1.3505112869140814
Mazhar Hussain:Mazhar Hussain Syed	0.00232	0.0	0.99767	1.0E-5	0.0	0.004669141999999999	1.234567901234568	1.3505112869140814
Mazhar Hussain:Mazhar Khan	0.19208	0.0	5.9E-4	0.79147	0.01586	0.3434927668	1.3827160493827162	1.3505112869140814
Mazhar Hussain:Mazhar Majeed	0.02211	0.0	2.0E-5	0.63406	0.34381	0.49452989319999996	1.28125	1.3505112869140814
Mazhar Hussain:Sadeq Ja'afar Hussain	0.03209	0.0	0.0	0.921	0.04691	0.1515393676	1.0864197530864197	1.3505112869140814
Mazhar Hussain:Tafseer Mazhar	0.02769	0.0	1.0E-5	0.93255	0.03976	0.13024505399999997	1.2400000000000002	1.3505112869140814
Mazhar Hussain:Yadullah Hussain	0.2733	0.0	0.0	0.72025	0.00645	0.41003101499999994	0.839506172839506	1.3505112869140814
Meena Keshwar Kamal:Ahmed Kamal	0.01933	0.0	0.0	0.49751	0.48315	0.5373348076	0.7901234567901234	1.3505112869140814
Meena Keshwar Kamal:Jennifer Kimraj-Keshwar	8.9E-4	0.0	0.0	0.45466	0.54445	0.4978268108	0.90625	1.3505112869140814
Meena Keshwar Kamal:Kamal	0.86145	0.0	0.00236	0.13337	0.00282	0.2456175238	0.8200000000000001	1.3505112869140814
Meena Keshwar Kamal:Kamal Siegel	0.00754	0.0	0.0	0.49427	0.4982	0.5149699316	1.02	1.3505112869140814
Meena Keshwar Kamal:Keshwar	0.93679	0.0	0.06128	0.00194	0.0	0.11892326040000001	0.6600000000000001	1.3505112869140814
Meena Keshwar Kamal:Keshwar Kumar	0.46801	0.0	4.8E-4	0.52031	0.0112	0.5211228990000001	0.90625	1.3505112869140814
Meena Keshwar Kamal:Keshwar Maharaj	2.0E-4	0.0	0.0	0.99704	0.00276	0.005904684800000001	1.0800000000000003	1.3505112869140814
Meena Keshwar Kamal:Meena Nagarajan	7.7E-4	0.0	0.0	0.99109	0.00814	0.017686295	1.1600000000000001	1.3505112869140814
Meena Keshwar Kamal:Meenakshi	3.0E-5	0.0	0.0	0.01594	0.98403	0.0314899164	0.691358024691358	1.3505112869140814
Meena Keshwar Kamal:Sonia Keshwar	0.00245	0.0	0.0	0.7391	0.25845	0.38819519	0.8	1.3505112869140814
Mehmood Khan Achakzai:Haji Mohammed Khan Achezkai	0.83171	0.0	0.00116	0.16612	0.00101	0.2827303947999999	1.3333333333333333	1.3505112869140814
Mehmood Khan Achakzai:Hikmatullah Khan Achakzai	0.3764	0.0	2.0E-5	0.61545	0.00814	0.48565113880000005	1.4814814814814814	1.3505112869140814
Mehmood Khan Achakzai:Khan Noonien	3.8E-4	0.0	0.0	0.25899	0.74062	0.3849489224	0.9800000000000001	1.3505112869140814
Mehmood Khan Achakzai:Mehmood	0.98424	0.0	0.01443	0.00132	0.0	0.0310797504	1.1000000000000003	1.3505112869140814
Mehmood Khan Achakzai:Mehmood Achakzai	0.08999	0.0	0.90996	5.0E-5	0.0	0.16396559180000003	0.7901234567901234	1.3505112869140814
Mehmood Khan Achakzai:Mehmood Ali	0.0062	0.0	0.0	0.71098	0.28282	0.4179888152	1.08	1.3505112869140814
Mehmood Khan Achakzai:Mehmood Khan Achakzai Aijaz Mahar	1.4E-4	0.0	0.99986	0.0	0.0	2.7996079999999994E-4	1.1600000000000004	1.3505112869140814
Mehmood Khan Achakzai:Mehmud	0.23647	0.0	0.00195	0.5344	0.22719	0.7182029612	1.4375	1.3505112869140814
Mehmood Khan Achakzai:Saifullah Khan Achakzai	0.30206	0.0	0.0	0.68643	0.01151	0.44439455259999994	1.037037037037037	1.3505112869140814
Mehmood Khan Achakzai:Shah Mehmood Qureshi	0.07513	0.0	4.4E-4	0.91705	0.00738	0.15524903420000002	1.2839506172839503	1.3505112869140814
Mehran Noorafkan:Alex Mehran	0.0	0.0	0.0	1.0	0.0	0.0	1.2422222222222221	1.3505112869140814
Mehran Noorafkan:Amir Hossein Noorafkan	2.6E-4	0.0	0.0	0.99973	2.0E-5	5.598696E-4	1.311111111111111	1.3505112869140814
Mehran Noorafkan:Azam Noorafkan	7.0E-4	0.0	0.0	0.9993	0.0	0.00139902	1.257653061224489	1.3505112869140814
Mehran Noorafkan:Gholam Ali Noorafkan	0.0	0.0	0.0	1.0	0.0	0.0	1.231866825208086	1.3505112869140814
Mehran Noorafkan:Iman Noorafkan	1.0	0.0	0.0	0.0	0.0	0.0	1.2044444444444444	1.3505112869140814
Mehran Noorafkan:Mehran Khaghani	0.0	0.0	0.0	1.0	0.0	0.0	1.231866825208086	1.3505112869140814
Mehran Noorafkan:Muhammad Naeem Noor Khan	0.99297	0.0	0.0	0.00703	0.0	0.0139611582	1.2155555555555555	1.3505112869140814
Mehran Noorafkan:Noorafkan	0.0	0.0	1.0	0.0	0.0	0.0	1.0066666666666664	1.3505112869140814
Mehran Noorafkan:Noory	0.0	0.0	0.0	0.00119	0.99881	0.0023771678	1.2889417360285378	1.3505112869140814
Mehran Noorafkan:Rahman Noorani	0.0	0.0	0.0	5.0E-4	0.9995	9.995000000000002E-4	0.9845422116527948	1.3505112869140814
Mehrdad Bahar:Badar	0.98301	0.0	0.0	0.01699	0.0	0.03340267980000001	1.2866666666666664	1.3505112869140814
Mehrdad Bahar:Bahar	0.0	0.0	1.0	0.0	0.0	0.0	1.117777777777778	1.3505112869140814
Mehrdad Bahar:Bahar Dave	0.00141	0.0	0.0	0.99859	0.0	0.0028160238	0.9088888888888889	1.3505112869140814
Mehrdad Bahar:Bahar Schippel	6.0E-5	0.0	0.0	0.88164	0.1183	0.20873021279999998	1.0844233055885855	1.3505112869140814
Mehrdad Bahar:Mehradad Bahar	0.0	1.0	0.0	0.0	0.0	0.0	0.9844444444444446	1.3505112869140814
Mehrdad Bahar:Mehrd	1.0	0.0	0.0	0.0	0.0	0.0	1.133333333333333	1.3505112869140814
Mehrdad Bahar:Mehrdad Bahar Falamarzi	0.0	0.0	1.0	0.0	0.0	0.0	1.3555291319857317	1.3505112869140814
Mehrdad Bahar:Mehrdad Ghasemi Nejhad	1.8E-4	0.0	0.0	0.99981	1.0E-5	3.799349999999999E-4	1.2011834319526629	1.3505112869140814
Mehrdad Bahar:Mehrdad Nazari	0.0	0.0	0.0	1.0	0.0	0.0	1.331747919143877	1.3505112869140814
Mehrdad Bahar:Mihr	0.0	0.0	0.0	1.2E-4	0.99988	2.399712E-4	1.3088888888888888	1.3505112869140814
Mehrdad Mir:Aldamer	0.0	0.0	0.0	2.4E-4	0.99976	4.7988480000000003E-4	1.12	1.3505112869140814
Mehrdad Mir:Caspar David Friedrich	0.0	0.0	0.0	0.0011	0.9989	0.00219758	0.9800000000000001	1.3505112869140814
Mehrdad Mir:Dada Mehrdad Mir	0.0	1.0E-5	0.99999	0.0	0.0	1.99998E-5	0.18	1.3505112869140814
Mehrdad Mir:Mehrd	0.41856	0.0	0.56953	0.01192	0.0	0.5138986144000001	1.3200000000000007	1.3505112869140814
Mehrdad Mir:Mehrdad Alirezaei	0.24755	0.0	0.00444	0.69577	0.05224	0.48484461740000007	1.2200000000000002	1.3505112869140814
Mehrdad Mir:Mehrdad Ghasemi Nejhad	0.07696	0.0	0.0	0.91162	0.01141	0.16463217319999998	1.7400000000000002	1.3505112869140814
